subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
mojavensis cluster	GO:0005488	0.000287636519815	1	1	1	binding	MF	0.065555746824991	MF binding	group14066
mojavensis cluster	GO:0005623	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0006793	0.000287636519815	1	1	1	phosphorus metabolic process	BP	0.065555746824991	BP phosphorus metabolic process	group14066
mojavensis cluster	GO:0006810	0.000287636519815	1	1	1	transport	BP	0.065555746824991	BP transport	group14066
mojavensis cluster	GO:0008152	0.000287636519815	1	1	1	metabolic process	BP	0.065555746824991	BP metabolic process	group14066
mojavensis cluster	GO:0015833	0.000287636519815	1	1	1	peptide transport	BP	0.065555746824991	BP peptide transport	group14066
mojavensis cluster	GO:0031300	0.000287636519815	1	1	1	intrinsic component of organelle membrane	CC	0.065555746824991	CC intrinsic component of organelle membrane	group14066
mojavensis cluster	GO:0031984	0.000287636519815	1	1	1	organelle subcompartment	CC	0.065555746824991	CC organelle subcompartment	group14066
mojavensis cluster	GO:0033036	0.000287636519815	1	1	1	macromolecule localization	BP	0.065555746824991	BP macromolecule localization	group14066
mojavensis cluster	GO:0042175	0.000287636519815	1	1	1	nuclear outer membrane-endoplasmic reticulum membrane network	CC	0.065555746824991	CC nuclear outer membrane-endoplasmic reticulum membrane network	group14066
mojavensis cluster	GO:0042886	0.000287636519815	1	1	1	amide transport	BP	0.065555746824991	BP amide transport	group14066
mojavensis cluster	GO:0043226	0.000287636519815	1	1	1	organelle	CC	0.065555746824991	CC organelle	group14066
mojavensis cluster	GO:0043227	0.000287636519815	1	1	1	membrane-bounded organelle	CC	0.065555746824991	CC membrane-bounded organelle	group14066
mojavensis cluster	GO:0044422	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044424	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044425	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044431	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044432	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044444	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044446	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0044464	0.000287636519815	1	1	1	NA	NA	0.065555746824991	none	group14066
mojavensis cluster	GO:0050789	0.000287636519815	1	1	1	regulation of biological process	BP	0.065555746824991	BP regulation of biological process	group14066
mojavensis cluster	GO:0050794	0.000287636519815	1	1	1	regulation of cellular process	BP	0.065555746824991	BP regulation of cellular process	group14066
mojavensis cluster	GO:0051179	0.000287636519815	1	1	1	localization	BP	0.065555746824991	BP localization	group14066
mojavensis cluster	GO:0051234	0.000287636519815	1	1	1	establishment of localization	BP	0.065555746824991	BP establishment of localization	group14066
mojavensis cluster	GO:0051641	0.000287636519815	1	1	1	cellular localization	BP	0.065555746824991	BP cellular localization	group14066
mojavensis cluster	GO:0051649	0.000287636519815	1	1	1	establishment of localization in cell	BP	0.065555746824991	BP establishment of localization in cell	group14066
mojavensis cluster	GO:0065007	0.000287636519815	1	1	1	biological regulation	BP	0.065555746824991	BP biological regulation	group14066
mojavensis cluster	GO:0071705	0.000287636519815	1	1	1	nitrogen compound transport	BP	0.065555746824991	BP nitrogen compound transport	group14066
mojavensis cluster	GO:0097708	0.000287636519815	1	1	1	intracellular vesicle	CC	0.065555746824991	CC intracellular vesicle	group14066
mojavensis cluster	GO:0098588	0.000287636519815	1	1	1	bounding membrane of organelle	CC	0.065555746824991	CC bounding membrane of organelle	group14066
mojavensis cluster	GO:0098791	0.000287636519815	1	1	1	Golgi apparatus subcompartment	CC	0.065555746824991	CC Golgi apparatus subcompartment	group14066
mojavensis cluster	GO:0098827	0.000287636519815	1	1	1	endoplasmic reticulum subcompartment	CC	0.065555746824991	CC endoplasmic reticulum subcompartment	group14066
mojavensis cluster	GO:2000269	0.000287636519815	1	1	1	regulation of fibroblast apoptotic process	BP	0.065555746824991	BP regulation of fibroblast apoptotic process	group14066
mojavensis cluster	GO:0030135	0.000414061181559	1	1	2	coated vesicle	CC	0.08679504407741	CC coated vesicle	group14066
mojavensis cluster	GO:0042578	0.000414390569394	1	1	2	phosphoric ester hydrolase activity	MF	0.08679504407741	MF phosphoric ester hydrolase activity	group14066
mojavensis cluster	GO:0070727	0.000414429814281	1	1	2	cellular macromolecule localization	BP	0.08679504407741	BP cellular macromolecule localization	group14066
mojavensis cluster	GO:0031090	0.000435917035019	1	1	2	organelle membrane	CC	0.08794733132395	CC organelle membrane	group14066
mojavensis cluster	GO:0044237	0.000442630780957	1	1	2	cellular metabolic process	BP	0.08794733132395	BP cellular metabolic process	group14066
mojavensis cluster	GO:0009987	0.000542317836085	1	1	3	cellular process	BP	0.1050605227955	BP cellular process	group14066
mojavensis cluster	GO:0006796	0.000632472209971	1	1	3	phosphate-containing compound metabolic process	BP	0.119537247684496	BP phosphate-containing compound metabolic process	group14066
mojavensis cluster	GO:0031228	0.000664237578848	1	1	3	intrinsic component of Golgi membrane	CC	0.120838561604181	CC intrinsic component of Golgi membrane	group14066
mojavensis cluster	GO:0031301	0.000670545638015	1	1	4	integral component of organelle membrane	CC	0.120838561604181	CC integral component of organelle membrane	group14066
mojavensis cluster	GO:0031224	0.000712809614392	1	1	4	intrinsic component of membrane	CC	0.125535493225465	CC intrinsic component of membrane	group14066
mojavensis cluster	GO:0071702	0.000924281388688	1	1	6	organic substance transport	BP	0.159161255132104	BP organic substance transport	group14066
mojavensis cluster	GO:0043229	0.000949884594363	1	1	6	intracellular organelle	CC	0.16001425482006	CC intracellular organelle	group14066
mojavensis cluster	GO:0010941	0.000973949560224	1	1	6	regulation of cell death	BP	0.160577343450606	BP regulation of cell death	group14066
mojavensis cluster	GO:0043067	0.001081866652071	1	1	7	regulation of programmed cell death	BP	0.174653847643636	BP regulation of programmed cell death	group14066
mojavensis cluster	GO:0005798	0.001113980524478	1	1	7	Golgi-associated vesicle	CC	0.176168062942505	CC Golgi-associated vesicle	group14066
mojavensis cluster	GO:0045184	0.001154896048943	1	1	7	establishment of protein localization	BP	0.178985789665109	BP establishment of protein localization	group14066
mojavensis cluster	GO:0016788	0.00121499094	1	1	7	hydrolase activity, acting on ester bonds	MF	0.184607152824726	MF hydrolase activity, acting on ester bonds	group14066
mojavensis cluster	GO:0019899	0.001639666579484	1	1	10	enzyme binding	MF	0.243782638685585	MF enzyme binding	group14066
mojavensis cluster	GO:0005622	0.001667373835377	1	1	11	intracellular anatomical structure	CC	0.243782638685585	CC intracellular anatomical structure	group14066
mojavensis cluster	GO:0046907	0.002026723301886	1	1	12	intracellular transport	BP	0.290834793820627	BP intracellular transport	group14066
mojavensis cluster	GO:0016791	0.002665629271295	1	1	15	phosphatase activity	MF	0.375562931332128	MF phosphatase activity	group14066
mojavensis cluster	GO:0034613	0.003088898397769	1	1	19	cellular protein localization	BP	0.427426315791298	BP cellular protein localization	group14066
mojavensis cluster	GO:0030134	0.00322189787243	1	1	17	COPII-coated ER to Golgi transport vesicle	CC	0.438008537078254	CC COPII-coated ER to Golgi transport vesicle	group14066
mojavensis cluster	GO:0042981	0.003466676632094	1	1	22	regulation of apoptotic process	BP	0.46315995210513	BP regulation of apoptotic process	group14066
mojavensis cluster	GO:0016311	0.003772767203863	1	1	24	dephosphorylation	BP	0.487812841423579	BP dephosphorylation	group14066
mojavensis cluster	GO:0030173	0.003777102914623	1	1	22	integral component of Golgi membrane	CC	0.487812841423579	CC integral component of Golgi membrane	group14066
mojavensis cluster	GO:0015031	0.003974665300388	1	1	26	protein transport	BP	0.504912810044427	BP protein transport	group14066
mojavensis cluster	GO:0016787	0.004131328380045	1	1	23	hydrolase activity	MF	0.516349413176973	MF hydrolase activity	group14066
mojavensis cluster	GO:0003824	0.004213572228807	1	1	27	catalytic activity	MF	0.518269384143204	MF catalytic activity	group14066
mojavensis cluster	GO:0048193	0.004929808679372	1	1	27	Golgi vesicle transport	BP	0.596891991507051	BP Golgi vesicle transport	group14066
mojavensis cluster	GO:0031410	0.005273755012146	1	1	34	cytoplasmic vesicle	CC	0.628712732140242	CC cytoplasmic vesicle	group14066
mojavensis cluster	GO:0000139	0.00610296162516	1	1	40	Golgi membrane	CC	0.716543176263145	CC Golgi membrane	group14066
mojavensis cluster	GO:0008104	0.006382841439274	1	1	45	protein localization	BP	0.738218482282615	BP protein localization	group14066
mojavensis cluster	GO:0031982	0.006551139170248	1	1	38	vesicle	CC	0.746540844562508	CC vesicle	group14066
mojavensis cluster	GO:0006888	0.008699103189915	1	1	46	endoplasmic reticulum to Golgi vesicle-mediated transport	BP	0.976947110415198	BP endoplasmic reticulum to Golgi vesicle-mediated transport	group14066
mojavensis cluster	GO:0043231	0.011460305121729	1	1	70	intracellular membrane-bounded organelle	CC	0.9999999999	CC intracellular membrane-bounded organelle	group14066
mojavensis cluster	GO:0005789	0.013444301087569	1	1	84	endoplasmic reticulum membrane	CC	0.9999999999	CC endoplasmic reticulum membrane	group14066
mojavensis cluster	GO:0016192	0.015319838030204	1	1	85	vesicle-mediated transport	BP	0.9999999999	BP vesicle-mediated transport	group14066
mojavensis cluster	GO:0006886	0.016376334069112	1	1	100	intracellular protein transport	BP	0.9999999999	BP intracellular protein transport	group14066
mojavensis cluster	GO:0012505	0.023296515911063	1	1	142	endomembrane system	CC	0.9999999999	CC endomembrane system	group14066
mojavensis cluster	GO:0005794	0.027053293269949	1	1	173	Golgi apparatus	CC	0.9999999999	CC Golgi apparatus	group14066
mojavensis cluster	GO:0005783	0.027201703095294	1	1	174	endoplasmic reticulum	CC	0.9999999999	CC endoplasmic reticulum	group14066
mojavensis cluster	GO:0016020	0.033727284115966	1	1	231	membrane	CC	0.9999999999	CC membrane	group14066
buzzatii cluster	GO:0005488	0	1	5	5	binding	MF	0	MF binding	group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0005623	0	1	7	7	NA	NA	0	none	group12222, group12269, group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0009987	0	1	6	8	cellular process	BP	0	BP cellular process	group12222, group12269, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0016043	0	1	5	5	cellular component organization	BP	0	BP cellular component organization	group12222, group12269, group12232, group12364, group12225
buzzatii cluster	GO:0032501	0	1	5	5	multicellular organismal process	BP	0	BP multicellular organismal process	group12222, group12269, group11235, group12364, group12225
buzzatii cluster	GO:0032502	0	1	6	15	developmental process	BP	0	BP developmental process	group12222, group12269, group12232, group11235, group12364, group12225
buzzatii cluster	GO:0044464	0	1	7	7	NA	NA	0	none	group12222, group12269, group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0048468	0	1	5	7	cell development	BP	0	BP cell development	group12222, group12269, group12232, group12364, group12225
buzzatii cluster	GO:0048856	0	1	6	27	anatomical structure development	BP	0	BP anatomical structure development	group12222, group12269, group12232, group11235, group12364, group12225
buzzatii cluster	GO:0048869	0	1	5	5	cellular developmental process	BP	0	BP cellular developmental process	group12222, group12269, group12232, group12364, group12225
buzzatii cluster	GO:0050789	0	1	5	5	regulation of biological process	BP	0	BP regulation of biological process	group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0050794	0	1	5	5	regulation of cellular process	BP	0	BP regulation of cellular process	group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0065007	0	1	5	5	biological regulation	BP	0	BP biological regulation	group12377, group11785, group12232, group12364, group12225
buzzatii cluster	GO:0071840	0	1	5	5	cellular component organization or biogenesis	BP	0	BP cellular component organization or biogenesis	group12222, group12269, group12232, group12364, group12225
buzzatii cluster	GO:0050896	1.02770807775412E-11	1	4	4	response to stimulus	BP	5.50851529676209E-09	BP response to stimulus	group12222, group11785, group12364, group12225
buzzatii cluster	GO:0048519	1.59051909317322E-11	1	4	4	negative regulation of biological process	BP	7.99235844319545E-09	BP negative regulation of biological process	group11785, group12232, group12364, group12225
buzzatii cluster	GO:0048646	1.82704796284179E-11	1	4	4	anatomical structure formation involved in morphogenesis	BP	8.1414551247276E-09	BP anatomical structure formation involved in morphogenesis	group12269, group12232, group12364, group12225
buzzatii cluster	GO:0043226	2.02523759321582E-11	1	4	4	organelle	CC	8.1414551247276E-09	CC organelle	group12269, group12377, group12232, group12364
buzzatii cluster	GO:0043227	2.02523759321582E-11	1	4	4	membrane-bounded organelle	CC	8.1414551247276E-09	CC membrane-bounded organelle	group12269, group12377, group12232, group12364
buzzatii cluster	GO:0044424	2.02523759321582E-11	1	4	4	NA	NA	8.1414551247276E-09	none	group12269, group12377, group12232, group12364
buzzatii cluster	GO:0051171	2.76853523815094E-11	1	4	4	regulation of nitrogen compound metabolic process	BP	9.67783622379719E-09	BP regulation of nitrogen compound metabolic process	group12377, group12232, group12364, group12225
buzzatii cluster	GO:0060255	2.76853523815094E-11	1	4	4	regulation of macromolecule metabolic process	BP	9.67783622379719E-09	BP regulation of macromolecule metabolic process	group12377, group12232, group12364, group12225
buzzatii cluster	GO:0080090	2.76853523815094E-11	1	4	4	regulation of primary metabolic process	BP	9.67783622379719E-09	BP regulation of primary metabolic process	group12377, group12232, group12364, group12225
buzzatii cluster	GO:0007275	7.16756495685367E-11	1	5	35	multicellular organism development	BP	2.40113426054598E-08	BP multicellular organism development	group12222, group12269, group11235, group12364, group12225
